22
l_orderkey|l_partkey|l_suppkey|l_linenumber|l_quantity|l_extendedprice|l_discount|l_tax|l_returnflag|l_linestatus|l_shipdate|l_commitdate|l_receiptdate|l_shipinstruct|l_shipmode|l_comment|q3_annot|q10_annot|q18_annot|q8_annot|q9_annot1|q9_annot2|
11365|122|6|2|31.00|31685.72|0.00|0.00|N|O|1997-10-21|1997-10-27|1997-11-08|TAKE BACK RETURN|REG AIR|ss packages? sp|31686|0|0|31686|31686|31|
11365|557|13|3|27.00|39353.85|0.06|0.07|N|O|1997-11-24|1997-10-22|1997-12-14|NONE|MAIL| are. dolp|36993|0|0|36993|36993|27|
11365|452|9|4|17.00|22991.65|0.09|0.06|N|O|1997-10-30|1997-11-13|1997-11-20|COLLECT COD|AIR| have to cajole blithely? blithely unu|20922|0|0|20922|20922|17|
11365|540|19|5|32.00|46097.28|0.02|0.05|N|O|1997-12-28|1997-10-09|1998-01-22|DELIVER IN PERSON|AIR| accounts mold blithely about th|45175|0|0|45175|45175|32|
11366|454|27|1|9.00|12190.05|0.01|0.01|R|F|1992-08-08|1992-07-22|1992-08-30|DELIVER IN PERSON|FOB|counts across the |0|12068|0|12068|12068|9|
11367|323|24|1|19.00|23243.08|0.06|0.04|A|F|1995-04-13|1995-01-24|1995-04-19|TAKE BACK RETURN|RAIL|ges wake around the ev|21848|0|0|21848|21848|19|
11392|102|3|1|46.00|46096.60|0.00|0.03|R|F|1994-12-02|1994-11-09|1994-12-24|TAKE BACK RETURN|SHIP|y ironic re|0|46097|0|46097|46097|46|
11392|568|14|2|46.00|67553.76|0.09|0.02|A|F|1994-12-11|1994-10-15|1994-12-25|TAKE BACK RETURN|SHIP|ggle slyly after the ironic packages. final|0|0|0|61474|61474|46|
11393|570|16|1|49.00|72057.93|0.08|0.01|A|F|1992-05-08|1992-05-26|1992-05-26|NONE|TRUCK|tions wake courts. carefully even |0|0|0|66293|66293|49|
11393|384|14|2|48.00|61650.24|0.06|0.06|A|F|1992-04-12|1992-06-13|1992-05-02|NONE|AIR|cording to the blithely bold|0|0|0|57951|57951|48|
11394|385|4|1|35.00|44988.30|0.04|0.06|N|O|1998-04-13|1998-04-28|1998-04-28|DELIVER IN PERSON|FOB|ly regular fo|43189|0|0|43189|43189|35|
11394|566|22|2|8.00|11732.48|0.09|0.01|N|O|1998-04-16|1998-04-17|1998-05-12|NONE|TRUCK|e regular, special foxes.|10677|0|0|10677|10677|8|
11394|206|6|3|32.00|35398.40|0.02|0.01|N|O|1998-06-06|1998-04-20|1998-06-25|TAKE BACK RETURN|RAIL|heodolites. blithely |34690|0|0|34690|34690|32|
11394|3|25|4|50.00|45150.00|0.06|0.06|N|O|1998-04-05|1998-04-06|1998-05-04|COLLECT COD|FOB|encies. express accounts sleep blithely; sl|42441|0|0|42441|42441|50|
11394|407|8|5|25.00|32685.00|0.01|0.00|N|O|1998-06-14|1998-04-20|1998-06-27|COLLECT COD|REG AIR|ld foxes nag. quickly ironic|32358|0|0|32358|32358|25|
11395|97|8|1|24.00|23930.16|0.02|0.03|N|O|1997-10-28|1997-10-16|1997-10-31|DELIVER IN PERSON|AIR| regular, enticing accounts breach ab|23452|0|0|23452|23452|24|
11395|337|2|2|7.00|8661.31|0.04|0.08|N|O|1997-09-25|1997-10-26|1997-10-23|TAKE BACK RETURN|AIR|lar deposit|8315|0|0|8315|8315|7|
11395|61|11|3|9.00|8649.54|0.06|0.05|N|O|1997-09-13|1997-10-01|1997-10-13|COLLECT COD|TRUCK|egular packages. packages accordi|8131|0|0|8131|8131|9|
11396|204|4|1|15.00|16563.00|0.09|0.03|R|F|1992-09-16|1992-10-05|1992-09-19|COLLECT COD|REG AIR|lly even instructions sleep daringl|0|15072|0|15072|15072|15|
11396|599|30|2|15.00|22493.85|0.03|0.02|A|F|1992-09-14|1992-08-25|1992-09-17|DELIVER IN PERSON|TRUCK|according to the slyly even pa|0|0|0|21819|21819|15|
11396|175|26|3|38.00|40856.46|0.05|0.07|A|F|1992-10-21|1992-09-26|1992-10-23|DELIVER IN PERSON|REG AIR|odolites believe quickly. bli|0|0|0|38814|38814|38|
11397|155|12|1|41.00|43261.15|0.09|0.05|N|O|1996-11-19|1996-12-24|1996-12-06|NONE|AIR| ironic pa|39368|0|0|39368|39368|41|
11398|64|5|1|18.00|17353.08|0.06|0.08|A|F|1992-09-21|1992-10-04|1992-10-05|DELIVER IN PERSON|RAIL|en dolphins. slyly fina|0|0|0|16312|16312|18|
11398|232|5|2|17.00|19247.91|0.09|0.07|R|F|1992-09-30|1992-11-05|1992-10-08|COLLECT COD|FOB| accounts haggle f|0|17516|0|17516|17516|17|
11398|61|29|3|46.00|44208.76|0.10|0.05|R|F|1992-08-14|1992-10-12|1992-09-08|COLLECT COD|AIR|thily regular plat|0|39788|0|39788|39788|46|
11398|340|11|4|35.00|43411.90|0.07|0.01|R|F|1992-08-30|1992-10-30|1992-09-13|TAKE BACK RETURN|RAIL|aggle quickly alongside of the |0|40373|0|40373|40373|35|
11398|554|10|5|39.00|56727.45|0.01|0.07|A|F|1992-09-06|1992-10-24|1992-09-12|TAKE BACK RETURN|RAIL|ts doubt furiously special pa|0|0|0|56160|56160|39|
11398|87|28|6|49.00|48366.92|0.10|0.07|A|F|1992-09-12|1992-11-03|1992-10-05|NONE|RAIL|packages use furiously clos|0|0|0|43530|43530|49|
11399|233|6|1|23.00|26064.29|0.03|0.06|R|F|1994-07-11|1994-06-02|1994-07-16|TAKE BACK RETURN|SHIP|ses kindle quickly. slyly pe|0|25282|0|25282|25282|23|
11424|503|10|1|37.00|51929.50|0.03|0.04|A|F|1993-06-30|1993-05-03|1993-07-12|NONE|FOB|ar instructions boost slyly abo|0|0|0|50372|50372|37|
11425|586|17|1|15.00|22298.70|0.08|0.05|N|O|1995-09-14|1995-09-09|1995-10-11|DELIVER IN PERSON|SHIP|slyly ironic instructions. careful|20515|0|0|20515|20515|15|
11425|18|19|2|4.00|3672.04|0.05|0.06|N|O|1995-09-19|1995-07-31|1995-10-10|COLLECT COD|REG AIR|e carefully silent foxes. quickly final |3488|0|0|3488|3488|4|
11425|43|14|3|44.00|41493.76|0.02|0.07|N|O|1995-08-04|1995-07-31|1995-08-31|NONE|SHIP|gle. slyly pe|40664|0|0|40664|40664|44|
11425|205|26|4|8.00|8841.60|0.02|0.07|N|O|1995-09-18|1995-08-08|1995-09-21|TAKE BACK RETURN|REG AIR|ily even foxes about the |8665|0|0|8665|8665|8|
11425|535|8|5|5.00|7177.65|0.04|0.01|N|O|1995-09-01|1995-08-30|1995-09-27|NONE|TRUCK|y. theodolites |6891|0|0|6891|6891|5|
11425|411|2|6|44.00|57702.04|0.00|0.00|N|O|1995-07-01|1995-08-26|1995-07-29|DELIVER IN PERSON|AIR| courts cajole blithely according|57702|0|0|57702|57702|44|
11426|141|3|1|8.00|8329.12|0.03|0.05|A|F|1994-06-18|1994-07-24|1994-06-28|DELIVER IN PERSON|FOB|y after the special packages. furious|0|0|0|8079|8079|8|
11426|88|8|2|32.00|31618.56|0.03|0.00|R|F|1994-05-22|1994-07-08|1994-06-19|DELIVER IN PERSON|REG AIR|ly final packages. quickly final asymptote|0|30670|0|30670|30670|32|
11426|305|6|3|20.00|24106.00|0.06|0.03|A|F|1994-07-19|1994-07-27|1994-08-02|NONE|TRUCK|ents wake accordin|0|0|0|22660|22660|20|
11426|253|29|4|13.00|14992.25|0.10|0.08|A|F|1994-05-24|1994-07-02|1994-06-10|COLLECT COD|TRUCK|usly. blithely re|0|0|0|13493|13493|13|
11426|386|16|5|6.00|7718.28|0.07|0.00|R|F|1994-08-04|1994-07-22|1994-08-29|NONE|RAIL|slyly requests. pendi|0|7178|0|7178|7178|6|
11427|13|28|1|24.00|21912.24|0.05|0.03|R|F|1994-03-03|1994-01-27|1994-03-24|DELIVER IN PERSON|AIR|e furiously. final, regular sauternes |0|20817|0|20817|20817|24|
11427|373|3|2|14.00|17827.18|0.08|0.04|R|F|1994-03-08|1994-02-13|1994-03-22|TAKE BACK RETURN|MAIL|gside of th|0|16401|0|16401|16401|14|
11427|528|1|3|34.00|48569.68|0.01|0.07|A|F|1994-03-05|1994-02-08|1994-03-17|TAKE BACK RETURN|REG AIR| the blithely silent ideas. c|0|0|0|48084|48084|34|
11427|65|15|4|50.00|48253.00|0.09|0.04|A|F|1994-01-18|1993-12-25|1994-02-02|NONE|TRUCK|nts through the slyly unusual pinto |0|0|0|43910|43910|50|
11427|282|15|5|20.00|23645.60|0.05|0.07|R|F|1994-03-06|1994-02-19|1994-03-29|NONE|MAIL| ironic packages. carefull|0|22463|0|22463|22463|20|
11427|471|28|6|42.00|57601.74|0.01|0.03|R|F|1994-03-13|1994-02-07|1994-03-25|COLLECT COD|RAIL|y. carefully unusual |0|57026|0|57026|57026|42|
11427|537|16|7|35.00|50313.55|0.09|0.05|A|F|1993-12-14|1994-01-23|1994-01-11|NONE|REG AIR|usual packages|0|0|0|45785|45785|35|
11428|343|20|1|7.00|8703.38|0.08|0.05|R|F|1992-04-06|1992-04-19|1992-04-28|COLLECT COD|SHIP|e quickly even packages. furious|0|8007|0|8007|8007|7|
11429|162|25|1|30.00|31864.80|0.10|0.05|A|F|1993-04-10|1993-04-20|1993-04-14|COLLECT COD|AIR|. blithely speci|0|0|0|28678|28678|30|
11429|381|11|2|28.00|35878.64|0.06|0.01|R|F|1993-04-06|1993-05-11|1993-04-26|COLLECT COD|REG AIR|gular dependencies above |0|33726|0|33726|33726|28|
11429|419|30|3|32.00|42221.12|0.02|0.05|R|F|1993-05-04|1993-06-02|1993-05-07|DELIVER IN PERSON|AIR|even instructions. regular deposits ca|0|41377|0|41377|41377|32|
11429|31|10|4|33.00|30723.99|0.06|0.00|R|F|1993-03-21|1993-05-06|1993-03-29|NONE|MAIL|packages boost furious|0|28881|0|28881|28881|33|
11430|110|1|1|3.00|3030.33|0.04|0.00|N|O|1998-02-04|1998-03-21|1998-02-05|TAKE BACK RETURN|AIR|y slyly bold asymp|2909|0|0|2909|2909|3|
11431|187|8|1|11.00|11958.98|0.04|0.03|R|F|1992-08-08|1992-10-18|1992-08-30|COLLECT COD|RAIL|ins cajole furiously pending ide|0|11481|0|11481|11481|11|
11431|307|8|2|28.00|33804.40|0.06|0.08|R|F|1992-09-24|1992-10-07|1992-10-20|TAKE BACK RETURN|REG AIR|furiously slyly final p|0|31776|0|31776|31776|28|
11431|59|30|3|44.00|42198.20|0.01|0.08|R|F|1992-09-16|1992-10-14|1992-10-05|TAKE BACK RETURN|SHIP|le furiously above the |0|41776|0|41776|41776|44|
11431|331|20|4|16.00|19701.28|0.05|0.04|R|F|1992-08-19|1992-10-14|1992-08-21|NONE|FOB|riously. bold asympt|0|18716|0|18716|18716|16|
11431|238|11|5|22.00|25041.06|0.06|0.02|R|F|1992-08-13|1992-10-14|1992-08-26|COLLECT COD|TRUCK|s sleep bravely ca|0|23539|0|23539|23539|22|
11431|63|22|6|50.00|48153.00|0.05|0.07|R|F|1992-08-12|1992-09-16|1992-08-15|TAKE BACK RETURN|TRUCK|accounts are fl|0|45745|0|45745|45745|50|
11431|26|11|7|28.00|25928.56|0.05|0.07|R|F|1992-09-28|1992-09-02|1992-09-30|NONE|SHIP|e carefully above the bo|0|24632|0|24632|24632|28|
11456|310|11|1|24.00|29047.44|0.04|0.07|A|F|1993-06-13|1993-06-28|1993-06-28|DELIVER IN PERSON|MAIL| haggle blithely around the bravely regular|0|0|0|27886|27886|24|
11456|368|9|2|6.00|7610.16|0.04|0.03|A|F|1993-06-20|1993-07-12|1993-06-21|DELIVER IN PERSON|AIR|ly even packages grow. furiou|0|0|0|7306|7306|6|
11456|466|1|3|5.00|6832.30|0.03|0.08|A|F|1993-06-20|1993-07-12|1993-06-26|NONE|AIR|oss the regular deposits cajole slyly o|0|0|0|6627|6627|5|
11456|243|4|4|10.00|11432.40|0.10|0.05|R|F|1993-06-13|1993-05-23|1993-06-18|DELIVER IN PERSON|REG AIR| after the carefu|0|10289|0|10289|10289|10|
11457|116|17|1|22.00|22354.42|0.07|0.04|N|O|1996-02-17|1996-02-11|1996-03-14|TAKE BACK RETURN|FOB|ole quickly. bold, ironic pinto beans wake |20790|0|0|20790|20790|22|
11457|264|10|2|12.00|13971.12|0.01|0.05|N|O|1996-03-21|1996-03-12|1996-04-20|COLLECT COD|TRUCK|ckly even i|13831|0|0|13831|13831|12|
11457|165|22|3|34.00|36215.44|0.08|0.04|N|O|1996-02-07|1996-02-23|1996-02-25|COLLECT COD|AIR|ly. even deposits are final acc|33318|0|0|33318|33318|34|
11457|418|29|4|14.00|18457.74|0.10|0.08|N|O|1996-02-26|1996-01-14|1996-03-25|NONE|TRUCK|unts boost blithely sly accou|16612|0|0|16612|16612|14|
11457|380|10|5|37.00|47374.06|0.06|0.03|N|O|1995-12-17|1996-01-24|1996-01-03|COLLECT COD|MAIL|ongside of the |44532|0|0|44532|44532|37|
11457|516|19|6|50.00|70825.50|0.10|0.05|N|O|1996-01-13|1996-02-04|1996-02-04|DELIVER IN PERSON|SHIP|thely regular courts sleep furiou|63743|0|0|63743|63743|50|
11458|413|24|1|8.00|10507.28|0.08|0.07|N|O|1998-05-04|1998-06-10|1998-05-25|NONE|MAIL|ake after the carefully silent pinto b|9667|0|0|9667|9667|8|
11458|522|7|2|38.00|54055.76|0.08|0.04|N|O|1998-05-29|1998-05-05|1998-06-20|TAKE BACK RETURN|RAIL| instructions. platelets de|49731|0|0|49731|49731|38|
11458|286|3|3|22.00|26098.16|0.09|0.03|N|O|1998-07-11|1998-05-18|1998-07-13|TAKE BACK RETURN|FOB| ideas. care|23749|0|0|23749|23749|22|
11458|209|26|4|36.00|39931.20|0.02|0.05|N|O|1998-04-11|1998-06-26|1998-04-21|NONE|AIR|ic deposits. blithely thin platelets|39133|0|0|39133|39133|36|
11458|43|30|5|30.00|28291.20|0.08|0.06|N|O|1998-05-31|1998-06-02|1998-06-11|COLLECT COD|SHIP| accounts integrate slyly about|26028|0|0|26028|26028|30|
11458|565|11|6|2.00|2931.12|0.05|0.04|N|O|1998-07-13|1998-06-05|1998-08-05|TAKE BACK RETURN|AIR|kages! sil|2785|0|0|2785|2785|2|
11459|191|12|1|9.00|9820.71|0.10|0.00|N|O|1996-09-10|1996-10-05|1996-10-10|COLLECT COD|AIR|dependencies affix furiously |8839|0|0|8839|8839|9|
11459|281|28|2|46.00|54338.88|0.01|0.04|N|O|1996-10-17|1996-08-29|1996-11-06|TAKE BACK RETURN|REG AIR| carefully above the blithely regular pin|53795|0|0|53795|53795|46|
11459|483|20|3|16.00|22135.68|0.01|0.00|N|O|1996-10-08|1996-09-12|1996-10-26|TAKE BACK RETURN|SHIP|ly final pinto beans |21914|0|0|21914|21914|16|
11459|46|11|4|34.00|32165.36|0.06|0.04|N|O|1996-07-25|1996-08-18|1996-07-29|TAKE BACK RETURN|MAIL|bout the flu|30235|0|0|30235|30235|34|
11459|160|5|5|39.00|41346.24|0.05|0.07|N|O|1996-09-07|1996-09-25|1996-09-18|COLLECT COD|FOB|s. slyly f|39279|0|0|39279|39279|39|
11459|297|16|6|5.00|5986.45|0.09|0.02|N|O|1996-11-04|1996-10-09|1996-11-23|DELIVER IN PERSON|REG AIR|tithes. silent deposits boost along|5448|0|0|5448|5448|5|
11459|472|23|7|5.00|6862.35|0.08|0.03|N|O|1996-10-12|1996-09-29|1996-11-02|COLLECT COD|REG AIR|egular pinto beans. regular theodolites sn|6313|0|0|6313|6313|5|
11460|97|28|1|6.00|5982.54|0.07|0.06|A|F|1993-11-14|1993-10-31|1993-11-25|DELIVER IN PERSON|AIR|packages. blithely pending ideas i|0|0|0|5564|5564|6|
11460|411|12|2|32.00|41965.12|0.10|0.08|A|F|1993-09-21|1993-10-23|1993-09-28|COLLECT COD|SHIP|s the even, regular accounts. |0|0|0|37769|37769|32|
11460|524|3|3|3.00|4273.56|0.04|0.01|A|F|1993-12-24|1993-11-03|1993-12-25|NONE|AIR|ing foxes are. bold foxes eat carefull|0|0|0|4103|4103|3|
11461|505|19|1|16.00|22488.00|0.05|0.08|N|O|1996-06-29|1996-07-13|1996-07-16|TAKE BACK RETURN|TRUCK|nding packages according to the f|21364|0|0|21364|21364|16|
11461|360|1|2|23.00|28988.28|0.10|0.03|N|O|1996-05-16|1996-07-19|1996-05-28|COLLECT COD|RAIL|he carefully silent|26089|0|0|26089|26089|23|
11461|216|19|3|19.00|21207.99|0.01|0.01|N|O|1996-08-08|1996-06-09|1996-08-25|TAKE BACK RETURN|FOB|integrate blithely final, eve|20996|0|0|20996|20996|19|
11462|253|29|1|8.00|9226.00|0.03|0.02|N|O|1996-09-07|1996-10-28|1996-09-14|NONE|REG AIR|structions was stealthily. furiously quick |8949|0|0|8949|8949|8|
11462|348|13|2|14.00|17476.76|0.05|0.07|N|O|1996-09-23|1996-11-16|1996-10-22|NONE|AIR|es sleep furiously acros|16603|0|0|16603|16603|14|
11462|357|28|3|44.00|55323.40|0.04|0.08|N|O|1996-11-17|1996-11-23|1996-12-09|TAKE BACK RETURN|MAIL| requests acco|53110|0|0|53110|53110|44|
11462|253|29|4|5.00|5766.25|0.04|0.05|N|O|1996-11-26|1996-09-28|1996-12-24|NONE|TRUCK|oxes. furious|5536|0|0|5536|5536|5|
11462|511|26|5|9.00|12703.59|0.00|0.02|N|O|1996-12-01|1996-11-01|1996-12-28|COLLECT COD|RAIL|ounts-- blithely ironic depos|12704|0|0|12704|12704|9|
11462|510|1|6|39.00|55009.89|0.05|0.05|N|O|1996-09-03|1996-11-10|1996-09-27|DELIVER IN PERSON|REG AIR|riously. regular ideas after the slyly|52259|0|0|52259|52259|39|
11463|91|2|1|17.00|16848.53|0.03|0.03|N|O|1998-04-02|1998-03-13|1998-04-29|COLLECT COD|MAIL|nts. blithely |16343|0|0|16343|16343|17|
11463|542|28|2|42.00|60586.68|0.03|0.00|N|O|1998-04-19|1998-03-08|1998-05-13|NONE|RAIL|l deposits! carefully ironic foxes|58769|0|0|58769|58769|42|
11463|522|13|3|48.00|68280.96|0.07|0.03|N|O|1998-03-15|1998-02-09|1998-04-13|TAKE BACK RETURN|AIR|ages sleep against the blith|63501|0|0|63501|63501|48|
11463|172|23|4|8.00|8577.36|0.06|0.03|N|O|1998-03-20|1998-03-12|1998-04-03|NONE|TRUCK|s. finally special ideas are blithely. |8063|0|0|8063|8063|8|
11463|199|20|5|5.00|5495.95|0.04|0.06|N|O|1998-03-21|1998-02-11|1998-04-13|COLLECT COD|MAIL|inal, unusual ideas cajole furiously regu|5276|0|0|5276|5276|5|
11463|292|11|6|25.00|29807.25|0.02|0.08|N|O|1998-04-16|1998-01-30|1998-04-23|DELIVER IN PERSON|AIR|t requests. final instructions hang acc|29211|0|0|29211|29211|25|
11463|100|21|7|19.00|19001.90|0.00|0.04|N|O|1998-04-14|1998-02-14|1998-05-08|NONE|REG AIR|- even pinto beans cajole after the blithel|19002|0|0|19002|19002|19|
11488|37|8|1|28.00|26236.84|0.09|0.06|R|F|1993-11-10|1993-10-16|1993-11-24|TAKE BACK RETURN|AIR|ccounts. ruthlessly even g|0|23876|0|23876|23876|28|
11488|199|20|2|45.00|49463.55|0.09|0.02|R|F|1993-09-27|1993-11-21|1993-10-22|TAKE BACK RETURN|REG AIR|ffily bold deposits. fluffily thin p|0|45012|0|45012|45012|45|
11489|230|5|1|49.00|55381.27|0.03|0.07|N|O|1996-12-05|1996-12-10|1996-12-26|NONE|REG AIR|gular dependencies detect dolphins. slyly |53720|0|0|53720|53720|49|
11489|600|19|2|19.00|28511.40|0.06|0.01|N|O|1996-12-24|1996-12-09|1997-01-15|DELIVER IN PERSON|RAIL|usual theodolites. unu|26801|0|0|26801|26801|19|
11490|379|28|1|42.00|53733.54|0.05|0.01|N|O|1996-11-02|1996-11-28|1996-11-23|NONE|SHIP|roughout the dependencies. furiously|51047|0|0|51047|51047|42|
11490|279|28|2|10.00|11792.70|0.02|0.08|N|O|1996-12-10|1996-12-01|1996-12-25|DELIVER IN PERSON|REG AIR|s above the grouc|11557|0|0|11557|11557|10|
11491|557|18|1|10.00|14575.50|0.04|0.01|A|F|1993-10-30|1993-11-07|1993-10-31|DELIVER IN PERSON|FOB| accounts n|0|0|0|13992|13992|10|
11491|60|25|2|45.00|43202.70|0.10|0.05|R|F|1993-12-03|1993-09-29|1993-12-19|COLLECT COD|TRUCK| somas-- pending, regular instruct|0|38882|0|38882|38882|45|
11491|498|5|3|29.00|40556.21|0.09|0.05|R|F|1993-10-28|1993-09-30|1993-11-19|DELIVER IN PERSON|RAIL|regular excuses. furiousl|0|36906|0|36906|36906|29|
11491|502|2|4|48.00|67320.00|0.05|0.03|R|F|1993-09-26|1993-10-31|1993-10-26|TAKE BACK RETURN|RAIL|y pending warthogs! blit|0|63954|0|63954|63954|48|
11491|594|21|5|16.00|23913.44|0.00|0.04|A|F|1993-11-25|1993-10-08|1993-12-25|COLLECT COD|SHIP|ely even dependencies use|0|0|0|23913|23913|16|
11491|138|19|6|18.00|18686.34|0.02|0.08|R|F|1993-12-10|1993-10-12|1994-01-03|TAKE BACK RETURN|FOB|the pinto bea|0|18313|0|18313|18313|18|
11491|490|4|7|3.00|4171.47|0.02|0.03|R|F|1993-09-13|1993-10-31|1993-09-23|NONE|REG AIR|uriously regular packages. accoun|0|4088|0|4088|4088|3|
11492|23|1|1|20.00|18460.40|0.02|0.06|N|O|1997-05-30|1997-05-22|1997-05-31|DELIVER IN PERSON|REG AIR|accounts haggle. c|18091|0|0|18091|18091|20|
11492|329|21|2|46.00|56548.72|0.00|0.00|N|O|1997-06-13|1997-05-05|1997-07-05|NONE|AIR|ackages eat blithely |56549|0|0|56549|56549|46|
11492|439|2|3|48.00|64292.64|0.08|0.02|N|O|1997-04-15|1997-04-15|1997-05-08|DELIVER IN PERSON|TRUCK| the ironic sauternes wake requests. acco|59149|0|0|59149|59149|48|
11492|32|3|4|14.00|13048.42|0.05|0.03|N|O|1997-04-05|1997-05-02|1997-04-27|NONE|RAIL|y blithe realms|12396|0|0|12396|12396|14|
11493|475|18|1|9.00|12379.23|0.09|0.02|N|O|1995-12-02|1996-01-04|1995-12-08|COLLECT COD|AIR|lly special theodolite|11265|0|0|11265|11265|9|
11493|566|27|2|28.00|41063.68|0.04|0.07|N|O|1995-10-26|1995-12-29|1995-11-14|DELIVER IN PERSON|RAIL|final deposits. regular, pending inst|39421|0|0|39421|39421|28|
11494|245|6|1|13.00|14888.12|0.05|0.00|N|O|1997-10-03|1997-10-15|1997-10-17|COLLECT COD|RAIL|the bold requests-- ironic deposit|14144|0|0|14144|14144|13|
11494|229|2|2|2.00|2258.44|0.07|0.02|N|O|1997-08-07|1997-10-17|1997-08-25|TAKE BACK RETURN|TRUCK|ake furiously sp|2100|0|0|2100|2100|2|
11494|123|7|3|15.00|15346.80|0.00|0.03|N|O|1997-08-08|1997-09-05|1997-08-15|TAKE BACK RETURN|RAIL|ng platelets. even pac|15347|0|0|15347|15347|15|
11494|68|27|4|40.00|38722.40|0.01|0.03|N|O|1997-10-09|1997-09-11|1997-10-23|TAKE BACK RETURN|MAIL| carefully regular deposits haggle blithel|38335|0|0|38335|38335|40|
11495|596|27|1|15.00|22448.85|0.05|0.08|N|O|1995-09-26|1995-09-23|1995-10-26|TAKE BACK RETURN|TRUCK|ronic accounts integrate. furiously regular|21326|0|0|21326|21326|15|
11495|285|18|2|8.00|9482.24|0.06|0.07|N|O|1995-08-19|1995-09-21|1995-09-02|TAKE BACK RETURN|RAIL|ously regular deposits. furiously bold in|8913|0|0|8913|8913|8|
11520|93|14|1|45.00|44689.05|0.10|0.00|A|F|1994-12-11|1994-11-03|1995-01-08|NONE|MAIL|aggle. ruthlessly ironic pac|0|0|0|40220|40220|45|
11520|142|26|2|47.00|48980.58|0.07|0.05|A|F|1995-01-01|1994-10-30|1995-01-23|COLLECT COD|AIR|express ideas are quickly. bold, bold p|0|0|0|45552|45552|47|
11521|350|21|1|8.00|10002.80|0.03|0.05|N|O|1996-09-13|1996-10-26|1996-09-26|COLLECT COD|SHIP|gular foxes|9703|0|0|9703|9703|8|
11521|25|10|2|12.00|11100.24|0.09|0.03|N|O|1997-01-03|1996-11-04|1997-01-11|TAKE BACK RETURN|FOB| among the slyly regula|10101|0|0|10101|10101|12|
11522|314|15|1|16.00|19428.96|0.03|0.05|A|F|1993-10-02|1993-11-02|1993-10-14|COLLECT COD|RAIL|onic courts. bold dolphins sle|0|0|0|18846|18846|16|
11522|105|26|2|5.00|5025.50|0.03|0.00|A|F|1993-10-10|1993-11-13|1993-10-19|DELIVER IN PERSON|AIR| foxes. express packages|0|0|0|4875|4875|5|
11523|95|6|1|31.00|30847.79|0.08|0.02|N|O|1998-11-22|1998-09-13|1998-12-11|TAKE BACK RETURN|AIR|deposits haggle about t|28380|0|0|28380|28380|31|
11523|341|30|2|21.00|26068.14|0.03|0.06|N|O|1998-08-06|1998-09-09|1998-08-13|DELIVER IN PERSON|AIR| pinto beans|25286|0|0|25286|25286|21|
11523|182|12|3|15.00|16232.70|0.03|0.03|N|O|1998-09-20|1998-08-30|1998-10-14|TAKE BACK RETURN|MAIL| regular platelets. furiously ironic fox|15746|0|0|15746|15746|15|
11523|522|25|4|48.00|68280.96|0.08|0.05|N|O|1998-08-18|1998-10-11|1998-09-09|NONE|SHIP|ecial instructions poach permanently across|62818|0|0|62818|62818|48|
11523|485|29|5|19.00|26324.12|0.07|0.00|N|O|1998-11-17|1998-09-01|1998-11-27|COLLECT COD|SHIP|the enticingly regular|24481|0|0|24481|24481|19|
11523|201|1|6|17.00|18720.40|0.04|0.05|N|O|1998-07-28|1998-10-08|1998-08-08|DELIVER IN PERSON|MAIL|affix slyly among the reg|17972|0|0|17972|17972|17|
11524|399|10|1|6.00|7796.34|0.02|0.03|N|O|1996-02-23|1996-03-06|1996-03-16|TAKE BACK RETURN|SHIP|kly after the final ideas. fluffily reg|7640|0|0|7640|7640|6|
11525|239|12|1|33.00|37594.59|0.08|0.07|N|O|1997-03-21|1997-05-15|1997-03-24|TAKE BACK RETURN|MAIL|. finally express excuses around the q|34587|0|0|34587|34587|33|
11525|179|6|2|32.00|34533.44|0.00|0.02|N|O|1997-06-16|1997-05-19|1997-07-03|DELIVER IN PERSON|TRUCK|are furiously ironic accounts. fluffily exp|34533|0|0|34533|34533|32|
11525|110|1|3|5.00|5050.55|0.03|0.07|N|O|1997-07-12|1997-05-23|1997-08-07|NONE|TRUCK|tions. quickly final p|4899|0|0|4899|4899|5|
11525|120|21|4|46.00|46925.52|0.03|0.01|N|O|1997-05-10|1997-06-18|1997-05-23|TAKE BACK RETURN|SHIP|es haggle car|45518|0|0|45518|45518|46|
11526|400|21|1|12.00|15604.80|0.08|0.08|N|O|1998-05-26|1998-04-30|1998-06-12|DELIVER IN PERSON|REG AIR|le final, final|14356|0|0|14356|14356|12|
11526|222|13|2|30.00|33666.60|0.01|0.08|N|O|1998-06-12|1998-05-03|1998-06-26|DELIVER IN PERSON|SHIP|uriously pending pearls are slyl|33330|0|0|33330|33330|30|
11526|158|9|3|39.00|41267.85|0.00|0.02|N|O|1998-05-29|1998-05-05|1998-06-11|DELIVER IN PERSON|RAIL| above the ironically spec|41268|0|0|41268|41268|39|
11527|63|1|1|47.00|45263.82|0.10|0.00|A|F|1994-10-24|1994-09-03|1994-11-16|NONE|TRUCK|sual packages haggle. b|0|0|0|40737|40737|47|
11552|412|23|1|28.00|36747.48|0.08|0.06|R|F|1993-03-08|1993-03-03|1993-03-31|COLLECT COD|MAIL| are furiously according to the quickly iro|0|33808|0|33808|33808|28|
11553|74|24|1|49.00|47729.43|0.00|0.01|A|F|1994-08-03|1994-06-16|1994-08-23|COLLECT COD|TRUCK|lphins integrate across the ironic|0|0|0|47729|47729|49|
