11
o_orderkey|o_custkey|o_totalprice|o_orderdate|o_shippriority|o_year|q3_annot|q10_annot|q18_annot|q8_annot|q9_annot|
70370|301|69468.67|1996-04-07|0|1996|0|0|1|1|1|
70371|1159|100898.59|1993-09-14|0|1993|1|1|1|0|1|
70372|4934|50016.78|1996-09-04|0|1996|0|0|1|1|1|
70373|337|166059.75|1997-10-24|0|1997|0|0|1|0|1|
70374|2938|165974.80|1998-07-29|0|1998|0|0|1|0|1|
70375|1759|74308.44|1994-10-16|0|1994|1|0|1|0|1|
70400|1336|120627.98|1995-12-11|0|1995|0|0|1|1|1|
70401|1381|146061.31|1992-02-24|0|1992|1|0|1|0|1|
70402|3775|134664.01|1992-03-29|0|1992|1|0|1|0|1|
70403|1558|372919.50|1994-05-21|0|1994|1|0|1|0|1|
70404|3721|31707.75|1995-06-03|0|1995|0|0|1|1|1|
70405|2329|236079.72|1998-05-19|0|1998|0|0|1|0|1|
70406|2252|157210.33|1997-01-30|0|1997|0|0|1|0|1|
70407|3976|282254.26|1995-09-18|0|1995|0|0|1|1|1|
70432|4492|91434.12|1992-07-26|0|1992|1|0|1|0|1|
70433|4304|159115.71|1998-05-26|0|1998|0|0|1|0|1|
70434|1967|95904.45|1997-05-17|0|1997|0|0|1|0|1|
70435|1525|173907.54|1992-11-14|0|1992|1|0|1|0|1|
70436|1019|123567.22|1994-01-03|0|1994|1|0|1|0|1|
70437|1102|124683.68|1997-02-13|0|1997|0|0|1|0|1|
70438|1289|48192.45|1998-02-19|0|1998|0|0|1|0|1|
70439|2506|176038.47|1994-11-29|0|1994|1|0|1|0|1|
70464|1780|250221.38|1998-03-02|0|1998|0|0|1|0|1|
70465|520|200663.31|1995-07-18|0|1995|0|0|1|1|1|
70466|3832|48421.60|1996-11-28|0|1996|0|0|1|1|1|
70467|923|251347.11|1998-07-24|0|1998|0|0|1|0|1|
70468|1237|31854.76|1996-03-19|0|1996|0|0|1|1|1|
70469|3211|195510.60|1994-02-11|0|1994|1|0|1|0|1|
70470|3029|201606.53|1994-01-04|0|1994|1|0|1|0|1|
70471|4727|70924.12|1994-06-13|0|1994|1|0|1|0|1|
70496|1600|259342.02|1992-07-24|0|1992|1|0|1|0|1|
70497|1816|241467.19|1995-01-04|0|1995|1|0|1|1|1|
70498|1147|64218.84|1993-01-14|0|1993|1|0|1|0|1|
70499|3854|94293.16|1992-02-18|0|1992|1|0|1|0|1|
70500|1213|177539.71|1993-07-13|0|1993|1|0|1|0|1|
70501|524|54523.14|1997-03-03|0|1997|0|0|1|0|1|
70502|4006|134219.61|1994-01-15|0|1994|1|0|1|0|1|
70503|3892|254515.26|1994-09-06|0|1994|1|0|1|0|1|
70528|3208|147561.82|1997-05-13|0|1997|0|0|1|0|1|
70529|2839|212352.36|1992-11-09|0|1992|1|0|1|0|1|
70530|1318|210202.04|1993-01-10|0|1993|1|0|1|0|1|
70531|3493|182313.52|1994-06-04|0|1994|1|0|1|0|1|
70532|4042|51198.01|1993-01-24|0|1993|1|0|1|0|1|
70533|2977|82038.57|1997-05-21|0|1997|0|0|1|0|1|
70534|1585|99482.06|1993-09-07|0|1993|1|1|1|0|1|
70535|604|175857.72|1993-12-05|0|1993|1|0|1|0|1|
70560|202|145145.98|1994-09-06|0|1994|1|0|1|0|1|
70561|3560|260609.69|1994-11-01|0|1994|1|0|1|0|1|
70562|1507|75832.86|1995-03-02|0|1995|1|0|1|1|1|
70563|4877|143596.42|1995-11-24|0|1995|0|0|1|1|1|
70564|1342|207263.16|1992-07-31|0|1992|1|0|1|0|1|
70565|3509|7698.38|1996-06-29|0|1996|0|0|1|1|1|
70566|4039|34763.25|1992-02-16|0|1992|1|0|1|0|1|
70567|112|139315.47|1995-08-21|0|1995|0|0|1|1|1|
70592|3488|58758.30|1994-05-25|0|1994|1|0|1|0|1|
70593|4927|147312.32|1997-05-03|0|1997|0|0|1|0|1|
70594|3745|54987.51|1992-06-20|0|1992|1|0|1|0|1|
70595|1583|242193.46|1993-04-18|0|1993|1|0|1|0|1|
70596|4237|80441.89|1993-04-26|0|1993|1|0|1|0|1|
70597|2690|57484.46|1997-09-24|0|1997|0|0|1|0|1|
70598|4087|19157.95|1993-08-30|0|1993|1|1|1|0|1|
70599|1094|264800.85|1995-05-19|0|1995|0|0|1|1|1|
70624|2138|193570.62|1993-12-28|0|1993|1|0|1|0|1|
70625|1054|154731.31|1996-04-01|0|1996|0|0|1|1|1|
70626|608|76330.90|1992-02-04|0|1992|1|0|1|0|1|
70627|622|156898.51|1993-01-18|0|1993|1|0|1|0|1|
70628|2671|271927.14|1996-11-25|0|1996|0|0|1|1|1|
70629|3535|219384.04|1997-07-07|0|1997|0|0|1|0|1|
70630|2698|42105.62|1994-10-10|0|1994|1|0|1|0|1|
70631|2642|187298.07|1992-08-17|0|1992|1|0|1|0|1|
70656|4924|269832.64|1996-06-17|0|1996|0|0|1|1|1|
70657|524|156441.31|1996-11-12|0|1996|0|0|1|1|1|
70658|1045|79902.49|1997-03-19|0|1997|0|0|1|0|1|
70659|3985|259785.72|1993-04-26|0|1993|1|0|1|0|1|
70660|3314|8250.69|1992-08-26|0|1992|1|0|1|0|1|
70661|1052|124925.85|1993-05-31|0|1993|1|0|1|0|1|
70662|17|302908.69|1997-12-26|0|1997|0|0|1|0|1|
70663|4213|5898.21|1997-08-31|0|1997|0|0|1|0|1|
70688|199|101313.54|1996-12-20|0|1996|0|0|1|1|1|
70689|4144|131676.58|1995-11-22|0|1995|0|0|1|1|1|
70690|3556|10687.48|1995-01-26|0|1995|1|0|1|1|1|
70691|1588|207398.02|1994-09-27|0|1994|1|0|1|0|1|
70692|3236|72126.46|1994-12-27|0|1994|1|0|1|0|1|
70693|181|44313.63|1998-04-24|0|1998|0|0|1|0|1|
70694|1160|127605.19|1995-03-17|0|1995|0|0|1|1|1|
70695|4370|226508.21|1995-01-11|0|1995|1|0|1|1|1|
70720|4643|158967.51|1996-05-29|0|1996|0|0|1|1|1|
70721|4886|10676.89|1998-02-12|0|1998|0|0|1|0|1|
70722|4723|228487.35|1992-06-26|0|1992|1|0|1|0|1|
70723|1186|271429.28|1996-09-14|0|1996|0|0|1|1|1|
70724|4360|145423.71|1995-09-07|0|1995|0|0|1|1|1|
70725|3014|21974.39|1994-04-27|0|1994|1|0|1|0|1|
70726|343|50727.05|1996-03-13|0|1996|0|0|1|1|1|
70727|2693|173642.14|1994-10-16|0|1994|1|0|1|0|1|
70752|1622|254943.71|1995-12-05|0|1995|0|0|1|1|1|
70753|1102|133354.37|1994-03-15|0|1994|1|0|1|0|1|
70754|929|38184.56|1998-05-07|0|1998|0|0|1|0|1|
70755|1078|128479.12|1997-01-20|0|1997|0|0|1|0|1|
70756|4046|84751.95|1993-11-25|0|1993|1|0|1|0|1|
70757|3754|53784.88|1997-04-15|0|1997|0|0|1|0|1|
70758|565|93635.30|1992-05-26|0|1992|1|0|1|0|1|
70759|2722|68630.29|1997-03-15|0|1997|0|0|1|0|1|
70784|2479|86841.98|1995-08-05|0|1995|0|0|1|1|1|
70785|986|8345.17|1993-01-08|0|1993|1|0|1|0|1|
70786|3065|71348.63|1992-07-27|0|1992|1|0|1|0|1|
70787|1556|100033.97|1995-09-11|0|1995|0|0|1|1|1|
70788|3478|15859.04|1998-05-10|0|1998|0|0|1|0|1|
70789|1598|69146.93|1995-07-01|0|1995|0|0|1|1|1|
70790|1201|6119.76|1995-08-02|0|1995|0|0|1|1|1|
70791|806|73961.16|1996-08-20|0|1996|0|0|1|1|1|
70816|2662|51696.59|1997-04-05|0|1997|0|0|1|0|1|
70817|1657|290724.56|1996-05-31|0|1996|0|0|1|1|1|
70818|3628|96928.49|1993-06-01|0|1993|1|0|1|0|1|
70819|2|224810.67|1996-11-20|0|1996|0|0|1|1|1|
70820|3476|181432.21|1995-02-22|0|1995|1|0|1|1|1|
70821|1843|257733.33|1994-07-08|0|1994|1|0|1|0|1|
70822|151|124698.27|1995-02-09|0|1995|1|0|1|1|1|
70823|4660|173769.53|1993-11-22|0|1993|1|0|1|0|1|
70848|736|1242.79|1996-04-01|0|1996|0|0|1|1|1|
70849|79|130267.13|1992-03-04|0|1992|1|0|1|0|1|
70850|4412|183898.84|1992-11-05|0|1992|1|0|1|0|1|
70851|4000|42300.76|1995-08-28|0|1995|0|0|1|1|1|
70852|67|46523.20|1994-03-03|0|1994|1|0|1|0|1|
70853|1279|35931.83|1995-05-18|0|1995|0|0|1|1|1|
70854|277|23722.20|1994-09-29|0|1994|1|0|1|0|1|
70855|3376|153283.92|1997-04-21|0|1997|0|0|1|0|1|
70880|919|158431.60|1997-06-16|0|1997|0|0|1|0|1|
70881|4564|35891.12|1996-07-01|0|1996|0|0|1|1|1|
70882|1906|183693.87|1994-09-08|0|1994|1|0|1|0|1|
70883|1585|89365.74|1996-10-18|0|1996|0|0|1|1|1|
70884|805|202717.94|1995-07-06|0|1995|0|0|1|1|1|
70885|2647|197001.41|1998-06-21|0|1998|0|0|1|0|1|
70886|856|108601.00|1996-12-20|0|1996|0|0|1|1|1|
70887|4546|110963.10|1994-05-30|0|1994|1|0|1|0|1|
70912|3616|122776.19|1993-06-29|0|1993|1|0|1|0|1|
70913|2923|168763.85|1993-08-21|0|1993|1|1|1|0|1|
70914|1651|121632.98|1995-05-03|0|1995|0|0|1|1|1|
70915|4054|165790.78|1998-01-01|0|1998|0|0|1|0|1|
70916|464|199995.19|1993-03-24|0|1993|1|0|1|0|1|
70917|1660|16052.89|1998-06-07|0|1998|0|0|1|0|1|
70918|4396|153741.84|1997-01-05|0|1997|0|0|1|0|1|
70919|2566|47989.79|1995-09-02|0|1995|0|0|1|1|1|
70944|2494|144880.16|1998-03-15|0|1998|0|0|1|0|1|
70945|3943|166243.29|1992-12-14|0|1992|1|0|1|0|1|
70946|1708|209040.60|1992-09-18|0|1992|1|0|1|0|1|
70947|3151|294536.54|1993-06-05|0|1993|1|0|1|0|1|
70948|1186|106218.27|1997-10-16|0|1997|0|0|1|0|1|
70949|2569|100318.71|1998-05-04|0|1998|0|0|1|0|1|
70950|3478|269954.90|1994-10-15|0|1994|1|0|1|0|1|
70951|1297|234078.85|1994-08-15|0|1994|1|0|1|0|1|
70976|412|269301.32|1994-03-28|0|1994|1|0|1|0|1|
70977|4474|215943.15|1994-10-19|0|1994|1|0|1|0|1|
70978|1697|73445.92|1993-02-20|0|1993|1|0|1|0|1|
70979|367|164869.74|1994-11-27|0|1994|1|0|1|0|1|
70980|3863|296602.52|1994-04-06|0|1994|1|0|1|0|1|
70981|3082|243244.82|1997-05-26|0|1997|0|0|1|0|1|
70982|4112|137574.32|1996-06-20|0|1996|0|0|1|1|1|
70983|4642|282819.98|1992-01-27|0|1992|1|0|1|0|1|
71008|217|104412.78|1998-02-10|0|1998|0|0|1|0|1|
71009|916|231038.51|1992-06-27|0|1992|1|0|1|0|1|
71010|1108|43070.75|1998-04-24|0|1998|0|0|1|0|1|
71011|449|43069.60|1993-06-04|0|1993|1|0|1|0|1|
71012|878|159749.26|1995-09-24|0|1995|0|0|1|1|1|
71013|884|86683.65|1997-03-15|0|1997|0|0|1|0|1|
71014|776|164235.90|1993-12-20|0|1993|1|0|1|0|1|
71015|1381|191495.49|1997-04-02|0|1997|0|0|1|0|1|
71040|1696|71312.17|1995-09-27|0|1995|0|0|1|1|1|
71041|1891|35750.01|1995-06-13|0|1995|0|0|1|1|1|
71042|4888|27594.30|1995-11-19|0|1995|0|0|1|1|1|
71043|1154|35357.32|1997-11-16|0|1997|0|0|1|0|1|
71044|1039|187669.15|1994-10-15|0|1994|1|0|1|0|1|
71045|2647|130859.77|1997-12-26|0|1997|0|0|1|0|1|
71046|4861|66172.91|1995-10-04|0|1995|0|0|1|1|1|
71047|1132|89773.54|1994-01-26|0|1994|1|0|1|0|1|
71072|1433|137802.21|1993-08-15|0|1993|1|1|1|0|1|
71073|2482|200045.25|1997-06-07|0|1997|0|0|1|0|1|
71074|3554|147137.80|1993-12-22|0|1993|1|0|1|0|1|
71075|3487|223213.86|1993-12-13|0|1993|1|0|1|0|1|
71076|1048|186204.27|1993-07-29|0|1993|1|0|1|0|1|
71077|3679|55625.06|1995-11-18|0|1995|0|0|1|1|1|
71078|2305|21399.62|1998-03-31|0|1998|0|0|1|0|1|
71079|532|105423.92|1993-10-28|0|1993|1|1|1|0|1|
71104|2503|244786.13|1997-07-09|0|1997|0|0|1|0|1|
71105|571|158661.00|1996-10-16|0|1996|0|0|1|1|1|
71106|2390|282476.48|1996-03-11|0|1996|0|0|1|1|1|
71107|4126|165802.47|1993-02-14|0|1993|1|0|1|0|1|
71108|1093|323638.43|1994-07-24|0|1994|1|0|1|0|1|
71109|1858|74259.43|1995-12-26|0|1995|0|0|1|1|1|
71110|3206|23492.68|1994-08-02|0|1994|1|0|1|0|1|
71111|2596|37245.00|1992-11-04|0|1992|1|0|1|0|1|
71136|1364|117667.98|1996-01-20|0|1996|0|0|1|1|1|
71137|3107|73384.34|1998-02-18|0|1998|0|0|1|0|1|
71138|910|228062.47|1996-07-30|0|1996|0|0|1|1|1|
71139|92|24605.85|1998-01-31|0|1998|0|0|1|0|1|
71140|199|311186.93|1996-03-13|0|1996|0|0|1|1|1|
71141|2905|37897.11|1996-04-19|0|1996|0|0|1|1|1|
71142|128|84939.19|1995-09-17|0|1995|0|0|1|1|1|
71143|2569|72690.28|1995-09-08|0|1995|0|0|1|1|1|
71168|4390|69766.87|1992-08-16|0|1992|1|0|1|0|1|
71169|4750|184101.04|1993-09-09|0|1993|1|1|1|0|1|
71170|851|16346.13|1994-02-12|0|1994|1|0|1|0|1|
71171|2183|243845.64|1998-06-29|0|1998|0|0|1|0|1|
71172|2755|202216.59|1997-01-02|0|1997|0|0|1|0|1|
71173|2093|172620.40|1996-04-18|0|1996|0|0|1|1|1|
71174|193|82566.37|1992-06-14|0|1992|1|0|1|0|1|
71175|4289|273983.82|1998-02-13|0|1998|0|0|1|0|1|
71200|2728|256670.92|1994-05-06|0|1994|1|0|1|0|1|
71201|4780|246983.59|1992-08-20|0|1992|1|0|1|0|1|
71202|925|242949.41|1998-04-07|0|1998|0|0|1|0|1|
71203|2105|6230.03|1997-05-10|0|1997|0|0|1|0|1|
71204|4276|238152.21|1997-12-02|0|1997|0|0|1|0|1|
71205|2524|38680.91|1998-05-04|0|1998|0|0|1|0|1|
71206|1504|179574.40|1994-01-15|0|1994|1|0|1|0|1|
71207|2170|244188.02|1992-04-12|0|1992|1|0|1|0|1|
71232|982|149775.68|1993-03-29|0|1993|1|0|1|0|1|
71233|3446|49321.27|1996-12-21|0|1996|0|0|1|1|1|
71234|1811|26227.63|1994-09-04|0|1994|1|0|1|0|1|
71235|3865|357676.80|1994-02-20|0|1994|1|0|1|0|1|
71236|1934|219799.18|1998-03-21|0|1998|0|0|1|0|1|
71237|2221|143958.48|1997-06-03|0|1997|0|0|1|0|1|
71238|1982|11156.94|1993-04-26|0|1993|1|0|1|0|1|
71239|3376|185895.55|1995-04-18|0|1995|0|0|1|1|1|
71264|416|282548.53|1996-08-04|0|1996|0|0|1|1|1|
71265|191|75813.25|1997-11-23|0|1997|0|0|1|0|1|
71266|4669|89014.09|1996-08-29|0|1996|0|0|1|1|1|
71267|4253|98512.67|1997-03-27|0|1997|0|0|1|0|1|
71268|1162|42292.73|1995-07-13|0|1995|0|0|1|1|1|
71269|3350|119361.65|1993-01-20|0|1993|1|0|1|0|1|
71270|2273|107893.58|1994-04-21|0|1994|1|0|1|0|1|
71271|3635|207400.49|1992-04-16|0|1992|1|0|1|0|1|
71296|542|165358.51|1994-06-28|0|1994|1|0|1|0|1|
71297|2728|227615.71|1995-02-08|0|1995|1|0|1|1|1|
71298|4820|158034.86|1996-07-30|0|1996|0|0|1|1|1|
71299|253|87710.74|1992-11-16|0|1992|1|0|1|0|1|
71300|4391|25585.50|1993-01-09|0|1993|1|0|1|0|1|
71301|3110|97373.20|1998-06-10|0|1998|0|0|1|0|1|
71302|4580|67091.90|1993-02-27|0|1993|1|0|1|0|1|
71303|2261|19388.99|1994-08-02|0|1994|1|0|1|0|1|
71328|2509|121036.97|1992-12-18|0|1992|1|0|1|0|1|
71329|3172|968.87|1994-02-09|0|1994|1|0|1|0|1|
71330|311|146026.11|1993-09-13|0|1993|1|1|1|0|1|
71331|4591|27779.24|1992-10-30|0|1992|1|0|1|0|1|
71332|3163|149577.43|1994-08-08|0|1994|1|0|1|0|1|
71333|1324|119881.50|1995-04-23|0|1995|0|0|1|1|1|
71334|1430|21827.86|1995-07-18|0|1995|0|0|1|1|1|
71335|2657|212050.16|1992-03-22|0|1992|1|0|1|0|1|
71360|970|191377.43|1995-06-08|0|1995|0|0|1|1|1|
71361|3220|256146.07|1997-07-21|0|1997|0|0|1|0|1|
71362|79|55691.02|1992-03-29|0|1992|1|0|1|0|1|
71363|4051|256020.99|1996-09-07|0|1996|0|0|1|1|1|
71364|2468|108822.67|1996-09-15|0|1996|0|0|1|1|1|
71365|3550|219295.52|1994-02-18|0|1994|1|0|1|0|1|
71366|2900|157355.17|1994-09-25|0|1994|1|0|1|0|1|
71367|2074|107278.09|1996-05-09|0|1996|0|0|1|1|1|
71392|3944|217405.68|1997-03-31|0|1997|0|0|1|0|1|
71393|3370|131373.67|1994-04-13|0|1994|1|0|1|0|1|
71394|1273|9530.90|1995-08-02|0|1995|0|0|1|1|1|
71395|1579|63072.26|1993-09-27|0|1993|1|1|1|0|1|
71396|3349|188458.19|1993-12-20|0|1993|1|0|1|0|1|
71397|889|74429.92|1993-10-30|0|1993|1|1|1|0|1|
71398|700|278640.80|1998-03-12|0|1998|0|0|1|0|1|
71399|2684|9796.22|1995-02-15|0|1995|1|0|1|1|1|
71424|1837|126881.82|1996-01-12|0|1996|0|0|1|1|1|
71425|4681|180151.48|1998-01-17|0|1998|0|0|1|0|1|
71426|364|10374.74|1993-06-18|0|1993|1|0|1|0|1|
71427|2590|334521.87|1998-03-30|0|1998|0|0|1|0|1|
71428|1786|72198.42|1995-01-13|0|1995|1|0|1|1|1|
71429|3694|126643.61|1998-02-04|0|1998|0|0|1|0|1|
71430|1126|302699.08|1997-12-02|0|1997|0|0|1|0|1|
71431|1105|197449.53|1993-02-05|0|1993|1|0|1|0|1|
71456|3298|242212.48|1997-03-30|0|1997|0|0|1|0|1|
71457|3799|185333.22|1995-06-19|0|1995|0|0|1|1|1|
71458|2557|166553.90|1995-07-22|0|1995|0|0|1|1|1|
71459|217|97767.74|1992-10-03|0|1992|1|0|1|0|1|
71460|2821|78150.59|1992-04-10|0|1992|1|0|1|0|1|
71461|1720|211679.49|1994-08-05|0|1994|1|0|1|0|1|
71462|1963|185705.71|1995-05-18|0|1995|0|0|1|1|1|
71463|653|128872.76|1998-06-07|0|1998|0|0|1|0|1|
71488|2669|31208.83|1995-06-03|0|1995|0|0|1|1|1|
71489|4102|100303.71|1995-02-21|0|1995|1|0|1|1|1|
71490|2393|170460.44|1997-04-06|0|1997|0|0|1|0|1|
71491|1708|135089.31|1994-12-27|0|1994|1|0|1|0|1|
71492|1246|43147.86|1997-12-24|0|1997|0|0|1|0|1|
71493|3256|6000.81|1993-05-22|0|1993|1|0|1|0|1|
71494|796|145901.70|1992-06-07|0|1992|1|0|1|0|1|
71495|1655|175105.29|1996-09-11|0|1996|0|0|1|1|1|
71520|3118|348232.92|1995-07-14|0|1995|0|0|1|1|1|
71521|391|349465.92|1996-06-21|0|1996|0|0|1|1|1|
71522|3796|38329.18|1994-10-24|0|1994|1|0|1|0|1|
71523|1207|164688.85|1998-06-13|0|1998|0|0|1|0|1|
71524|3709|155409.14|1995-07-30|0|1995|0|0|1|1|1|
71525|4285|123257.49|1997-05-16|0|1997|0|0|1|0|1|
71526|1033|50073.76|1996-05-16|0|1996|0|0|1|1|1|
71527|3203|138976.28|1992-03-27|0|1992|1|0|1|0|1|
71552|1003|53250.97|1992-11-30|0|1992|1|0|1|0|1|
71553|829|28518.98|1993-05-25|0|1993|1|0|1|0|1|
71554|2623|199071.44|1997-01-22|0|1997|0|0|1|0|1|
71555|1957|189307.89|1992-10-23|0|1992|1|0|1|0|1|
71556|1717|56831.03|1997-11-06|0|1997|0|0|1|0|1|
71557|3293|47257.75|1992-07-05|0|1992|1|0|1|0|1|
71558|73|157437.21|1996-09-06|0|1996|0|0|1|1|1|
71559|2926|138803.29|1992-10-29|0|1992|1|0|1|0|1|
71584|4510|264101.61|1997-09-26|0|1997|0|0|1|0|1|
71585|2056|147362.54|1997-01-04|0|1997|0|0|1|0|1|
71586|4898|25376.22|1994-05-23|0|1994|1|0|1|0|1|
71587|1759|147118.56|1997-09-07|0|1997|0|0|1|0|1|
71588|265|35657.16|1993-12-07|0|1993|1|0|1|0|1|
71589|3212|262544.38|1994-08-19|0|1994|1|0|1|0|1|
71590|3529|181811.70|1998-06-30|0|1998|0|0|1|0|1|
71591|2182|177837.49|1995-10-25|0|1995|0|0|1|1|1|
71616|4733|175342.38|1996-09-29|0|1996|0|0|1|1|1|
71617|2224|194828.85|1993-08-01|0|1993|1|1|1|0|1|
71618|4636|71069.98|1996-09-14|0|1996|0|0|1|1|1|
71619|1003|76090.59|1997-12-08|0|1997|0|0|1|0|1|
71620|760|19422.93|1994-12-20|0|1994|1|0|1|0|1|
71621|2123|101950.19|1995-08-18|0|1995|0|0|1|1|1|
71622|1648|241936.98|1993-03-01|0|1993|1|0|1|0|1|
71623|2558|228544.00|1997-01-20|0|1997|0|0|1|0|1|
71648|4462|415056.81|1997-02-10|0|1997|0|0|1|0|1|
71649|2764|26258.02|1998-05-03|0|1998|0|0|1|0|1|
71650|3950|81817.28|1993-11-19|0|1993|1|0|1|0|1|
71651|721|133879.42|1997-08-05|0|1997|0|0|1|0|1|
71652|884|97601.48|1995-01-09|0|1995|1|0|1|1|1|
71653|1018|237591.49|1995-10-03|0|1995|0|0|1|1|1|
71654|4387|31437.52|1992-04-23|0|1992|1|0|1|0|1|
71655|4429|75600.53|1992-05-23|0|1992|1|0|1|0|1|
71680|37|183696.56|1997-11-22|0|1997|0|0|1|0|1|
71681|1897|152041.74|1996-09-26|0|1996|0|0|1|1|1|
71682|3862|40574.68|1996-06-20|0|1996|0|0|1|1|1|
71683|94|35500.85|1993-01-31|0|1993|1|0|1|0|1|
71684|704|36857.20|1997-12-25|0|1997|0|0|1|0|1|
71685|632|48090.95|1993-07-07|0|1993|1|0|1|0|1|
71686|3985|203166.95|1994-04-24|0|1994|1|0|1|0|1|
71687|2141|107413.68|1993-01-15|0|1993|1|0|1|0|1|
71712|1919|139109.74|1995-08-21|0|1995|0|0|1|1|1|
71713|4912|26102.05|1994-01-17|0|1994|1|0|1|0|1|
71714|1285|267285.49|1994-04-18|0|1994|1|0|1|0|1|
71715|889|190139.08|1994-03-05|0|1994|1|0|1|0|1|
71716|4297|215867.81|1993-01-01|0|1993|1|0|1|0|1|
71717|3437|278642.80|1992-09-12|0|1992|1|0|1|0|1|
71718|2821|251834.28|1993-01-19|0|1993|1|0|1|0|1|
71719|751|202540.42|1992-02-25|0|1992|1|0|1|0|1|
71744|4844|88267.46|1997-06-30|0|1997|0|0|1|0|1|
71745|3292|26571.01|1995-07-15|0|1995|0|0|1|1|1|
71746|2011|263545.42|1993-07-27|0|1993|1|0|1|0|1|
71747|3250|136103.67|1996-11-20|0|1996|0|0|1|1|1|
71748|1087|102159.01|1995-07-02|0|1995|0|0|1|1|1|
71749|2594|314511.53|1996-09-02|0|1996|0|0|1|1|1|
71750|2231|95289.25|1997-10-26|0|1997|0|0|1|0|1|
71751|289|170946.10|1996-10-23|0|1996|0|0|1|1|1|
71776|4048|202761.49|1996-08-03|0|1996|0|0|1|1|1|
71777|148|50389.90|1993-01-15|0|1993|1|0|1|0|1|
71778|2125|179062.82|1997-11-02|0|1997|0|0|1|0|1|
71779|2380|117225.64|1992-12-23|0|1992|1|0|1|0|1|
71780|4681|92031.29|1992-04-12|0|1992|1|0|1|0|1|
71781|4459|111721.02|1992-02-21|0|1992|1|0|1|0|1|
71782|1480|120365.91|1994-12-23|0|1994|1|0|1|0|1|
71783|316|229302.68|1994-07-26|0|1994|1|0|1|0|1|
71808|3161|209809.24|1993-03-23|0|1993|1|0|1|0|1|
71809|2498|94932.79|1993-07-07|0|1993|1|0|1|0|1|
71810|712|89937.22|1992-09-17|0|1992|1|0|1|0|1|
71811|3742|155339.55|1997-08-17|0|1997|0|0|1|0|1|
71812|4507|166985.43|1994-07-22|0|1994|1|0|1|0|1|
71813|715|77368.87|1994-09-19|0|1994|1|0|1|0|1|
71814|2365|104859.17|1993-01-05|0|1993|1|0|1|0|1|
71815|3962|128567.48|1995-07-15|0|1995|0|0|1|1|1|
71840|4411|71372.43|1996-01-22|0|1996|0|0|1|1|1|
71841|442|203270.46|1995-06-03|0|1995|0|0|1|1|1|
71842|634|243530.30|1993-04-23|0|1993|1|0|1|0|1|
71843|947|110551.71|1994-06-03|0|1994|1|0|1|0|1|
71844|3499|163365.54|1993-02-20|0|1993|1|0|1|0|1|
71845|3365|162935.28|1998-06-12|0|1998|0|0|1|0|1|
71846|3313|84652.60|1993-10-12|0|1993|1|1|1|0|1|
71847|1918|104089.21|1996-02-22|0|1996|0|0|1|1|1|
71872|1921|191362.77|1993-03-15|0|1993|1|0|1|0|1|
71873|1744|20857.95|1995-07-18|0|1995|0|0|1|1|1|
71874|877|146668.60|1994-03-12|0|1994|1|0|1|0|1|
71875|4928|124661.63|1993-06-26|0|1993|1|0|1|0|1|
71876|1624|158521.62|1996-09-11|0|1996|0|0|1|1|1|
71877|1993|66616.27|1993-08-29|0|1993|1|1|1|0|1|
71878|1022|158575.11|1994-03-19|0|1994|1|0|1|0|1|
71879|3718|201606.56|1995-08-31|0|1995|0|0|1|1|1|
71904|4147|234434.20|1994-06-04|0|1994|1|0|1|0|1|
71905|826|96994.63|1993-07-26|0|1993|1|0|1|0|1|
71906|3491|201048.29|1995-05-10|0|1995|0|0|1|1|1|
71907|4064|131023.17|1992-07-17|0|1992|1|0|1|0|1|
71908|2776|37600.19|1998-02-15|0|1998|0|0|1|0|1|
71909|3976|332878.51|1995-05-18|0|1995|0|0|1|1|1|
71910|1138|175020.34|1996-01-22|0|1996|0|0|1|1|1|
71911|1811|60817.15|1995-09-26|0|1995|0|0|1|1|1|
71936|271|307539.84|1997-06-15|0|1997|0|0|1|0|1|
71937|139|12157.33|1998-07-16|0|1998|0|0|1|0|1|
71938|2710|48744.45|1997-07-03|0|1997|0|0|1|0|1|
71939|2257|76672.90|1998-07-12|0|1998|0|0|1|0|1|
71940|4879|194940.66|1994-02-26|0|1994|1|0|1|0|1|
71941|28|53670.60|1993-02-05|0|1993|1|0|1|0|1|
71942|4774|329579.07|1997-03-17|0|1997|0|0|1|0|1|
71943|4432|118722.24|1993-09-12|0|1993|1|1|1|0|1|
71968|4618|102188.17|1997-08-14|0|1997|0|0|1|0|1|
71969|2930|40352.19|1992-05-14|0|1992|1|0|1|0|1|
71970|1837|89062.84|1995-05-15|0|1995|0|0|1|1|1|
71971|472|121079.57|1993-09-07|0|1993|1|1|1|0|1|
71972|3067|161867.24|1996-09-24|0|1996|0|0|1|1|1|
71973|673|14912.07|1992-06-11|0|1992|1|0|1|0|1|
71974|1282|164121.44|1998-06-27|0|1998|0|0|1|0|1|
71975|4168|184920.14|1993-10-14|0|1993|1|1|1|0|1|
72000|3679|239287.75|1994-09-04|0|1994|1|0|1|0|1|
72001|2707|261738.41|1993-09-07|0|1993|1|1|1|0|1|
72002|1462|21292.32|1993-07-20|0|1993|1|0|1|0|1|
72003|1693|40801.90|1996-05-02|0|1996|0|0|1|1|1|
72004|2836|259101.83|1997-06-12|0|1997|0|0|1|0|1|
72005|2318|96773.14|1993-01-01|0|1993|1|0|1|0|1|
