22
l_orderkey|l_partkey|l_suppkey|l_linenumber|l_quantity|l_extendedprice|l_discount|l_tax|l_returnflag|l_linestatus|l_shipdate|l_commitdate|l_receiptdate|l_shipinstruct|l_shipmode|l_comment|q3_annot|q10_annot|q18_annot|q8_annot|q9_annot1|q9_annot2|
3235|138|9|3|29.00|3010.58|0.06|0.06|N|O|1996-01-28|1995-12-26|1996-02-12|DELIVER IN PERSON|RAIL|e fluffy pinto bea|2830|0|0|2830|2830|29|
3235|178|9|4|23.00|2479.79|0.00|0.01|N|O|1996-02-16|1996-01-05|1996-03-07|DELIVER IN PERSON|SHIP|ldly ironic pinto beans|2480|0|0|2480|2480|23|
3236|117|4|1|10.00|1017.11|0.06|0.05|N|O|1996-11-15|1996-12-14|1996-11-29|TAKE BACK RETURN|AIR|arefully. fluffily reg|956|0|0|956|956|10|
3236|122|7|2|21.00|2146.45|0.01|0.07|N|O|1996-12-23|1996-12-12|1997-01-21|NONE|AIR| final pinto |2125|0|0|2125|2125|21|
3236|118|2|3|7.00|712.68|0.07|0.01|N|O|1996-12-27|1996-12-18|1997-01-24|DELIVER IN PERSON|SHIP|dolites. slyly unus|663|0|0|663|663|7|
3237|11|5|1|11.00|1002.11|0.02|0.07|A|F|1992-08-03|1992-07-31|1992-08-13|TAKE BACK RETURN|AIR|es. permanently express platelets besid|0|0|0|982|982|11|
3238|72|3|1|12.00|1166.48|0.06|0.01|R|F|1993-03-06|1993-05-08|1993-04-01|DELIVER IN PERSON|AIR|ackages affix furiously. furiously bol|0|1096|0|1096|1096|12|
3238|173|2|2|26.00|2790.24|0.01|0.06|A|F|1993-02-25|1993-04-04|1993-03-20|TAKE BACK RETURN|REG AIR|g accounts sleep furiously ironic attai|0|0|0|2762|2762|26|
3238|81|2|3|1.00|98.11|0.00|0.04|R|F|1993-05-17|1993-04-18|1993-05-27|NONE|SHIP|wake alongs|0|98|0|98|98|1|
3239|45|8|1|50.00|4725.20|0.05|0.01|N|O|1998-02-09|1998-04-02|1998-02-22|NONE|FOB|d blithely stea|4489|0|0|4489|4489|50|
3239|45|8|2|43.00|4063.67|0.01|0.06|N|O|1998-01-15|1998-03-12|1998-01-29|COLLECT COD|REG AIR|y. bold pinto beans use |4023|0|0|4023|4023|43|
3239|13|7|3|13.00|1186.91|0.01|0.05|N|O|1998-02-10|1998-02-19|1998-02-25|DELIVER IN PERSON|MAIL|r deposits solve fluf|1175|0|0|1175|1175|13|
3239|195|6|4|26.00|2847.49|0.03|0.05|N|O|1998-01-21|1998-03-21|1998-02-08|DELIVER IN PERSON|SHIP|ngly pending platelets are fluff|2762|0|0|2762|2762|26|
3239|12|9|5|31.00|2827.23|0.10|0.08|N|O|1998-04-14|1998-03-24|1998-04-17|DELIVER IN PERSON|FOB|foxes. pendin|2545|0|0|2545|2545|31|
3264|200|1|1|39.00|4290.78|0.06|0.06|N|O|1996-11-07|1996-12-12|1996-11-20|TAKE BACK RETURN|REG AIR|sleep carefully after the slyly final|4033|0|0|4033|4033|39|
3264|131|2|2|34.00|3505.84|0.00|0.01|N|O|1997-01-03|1997-01-06|1997-01-29|TAKE BACK RETURN|REG AIR|rns haggle carefully. blit|3506|0|0|3506|3506|34|
3264|125|8|3|11.00|1127.63|0.09|0.03|N|O|1996-12-11|1996-12-19|1996-12-15|DELIVER IN PERSON|SHIP|regular packages|1026|0|0|1026|1026|11|
3264|109|10|4|24.00|2421.84|0.09|0.07|N|O|1997-01-07|1996-12-13|1997-01-11|TAKE BACK RETURN|RAIL|ctions. quick|2204|0|0|2204|2204|24|
3264|63|4|5|6.00|577.84|0.04|0.03|N|O|1996-11-10|1996-12-05|1996-11-22|TAKE BACK RETURN|SHIP|press packages. ironical|555|0|0|555|555|6|
3264|141|2|6|43.00|4476.90|0.06|0.06|N|O|1997-01-17|1997-01-24|1997-02-01|TAKE BACK RETURN|TRUCK|leep at the blithely bold|4208|0|0|4208|4208|43|
3265|25|4|1|8.00|740.02|0.06|0.02|A|F|1992-09-01|1992-09-12|1992-09-27|DELIVER IN PERSON|TRUCK|thely ironic requests sleep slyly-- i|0|0|0|696|696|8|
3265|72|2|2|7.00|680.45|0.09|0.00|R|F|1992-09-16|1992-09-04|1992-10-14|DELIVER IN PERSON|MAIL|he forges. fluffily regular asym|0|619|0|619|619|7|
3265|191|4|3|28.00|3055.33|0.09|0.08|A|F|1992-10-22|1992-08-23|1992-10-25|NONE|RAIL|n requests. quickly final dinos|0|0|0|2780|2780|28|
3266|64|1|1|31.00|2988.59|0.09|0.02|N|O|1995-06-19|1995-05-04|1995-07-06|COLLECT COD|MAIL|grate among the quickly express deposits|2720|0|0|2720|2720|31|
3266|38|4|2|43.00|4033.53|0.06|0.07|R|F|1995-05-04|1995-05-30|1995-05-11|COLLECT COD|AIR|ular asymptotes use careful|3792|3792|0|3792|3792|43|
3267|185|6|1|33.00|3581.09|0.06|0.01|N|O|1997-03-30|1997-03-25|1997-04-23|TAKE BACK RETURN|AIR|es boost. |3366|0|0|3366|3366|33|
3268|96|7|1|1.00|99.61|0.06|0.08|A|F|1994-09-12|1994-08-31|1994-09-16|NONE|TRUCK|. ironic, bold requests use carefull|0|0|0|94|94|1|
3268|42|9|2|40.00|3768.16|0.08|0.01|R|F|1994-06-30|1994-08-22|1994-07-25|COLLECT COD|FOB|ly. bold, eve|0|3467|0|3467|3467|40|
3269|161|10|1|40.00|4244.64|0.02|0.07|N|O|1996-06-11|1996-05-06|1996-06-15|DELIVER IN PERSON|TRUCK|es. pending d|4160|0|0|4160|4160|40|
3269|38|4|2|46.00|4314.94|0.00|0.02|N|O|1996-04-21|1996-04-12|1996-05-10|DELIVER IN PERSON|MAIL|final asymptotes nag|4315|0|0|4315|4315|46|
3269|44|3|3|39.00|3681.76|0.02|0.03|N|O|1996-03-13|1996-05-26|1996-03-19|COLLECT COD|MAIL|he express packages?|3608|0|0|3608|3608|39|
3269|83|4|4|37.00|3637.40|0.07|0.05|N|O|1996-06-14|1996-04-27|1996-07-07|NONE|MAIL|egular requests. carefully un|3383|0|0|3383|3383|37|
3269|93|7|5|42.00|4170.98|0.09|0.05|N|O|1996-03-19|1996-04-24|1996-04-18|COLLECT COD|TRUCK| the special packages. |3796|0|0|3796|3796|42|
3269|131|7|6|16.00|1649.81|0.01|0.08|N|O|1996-03-03|1996-04-06|1996-03-06|NONE|RAIL|s cajole. silent deposits are f|1633|0|0|1633|1633|16|
3270|35|1|1|11.00|1028.53|0.07|0.06|N|O|1997-07-29|1997-08-11|1997-08-05|TAKE BACK RETURN|AIR| solve at the regular deposits. |957|0|0|957|957|11|
3270|38|4|2|44.00|4127.33|0.10|0.05|N|O|1997-07-20|1997-08-15|1997-08-04|DELIVER IN PERSON|SHIP| accounts. carefully even |3715|0|0|3715|3715|44|
3270|65|4|3|20.00|1930.12|0.01|0.02|N|O|1997-08-26|1997-07-31|1997-08-30|DELIVER IN PERSON|FOB|en accounts among the c|1911|0|0|1911|1911|20|
3270|189|10|4|29.00|3158.62|0.06|0.05|N|O|1997-07-01|1997-07-23|1997-07-10|TAKE BACK RETURN|MAIL|sly regular asymptotes. slyly dog|2969|0|0|2969|2969|29|
3270|34|10|5|32.00|2988.90|0.03|0.00|N|O|1997-09-23|1997-08-17|1997-09-27|NONE|REG AIR|promise carefully.|2899|0|0|2899|2899|32|
3270|57|5|6|29.00|2775.45|0.01|0.04|N|O|1997-08-22|1997-08-17|1997-09-06|COLLECT COD|RAIL|ptotes nag above the quickly bold deposits|2748|0|0|2748|2748|29|
3270|117|1|7|9.00|915.40|0.06|0.08|N|O|1997-08-14|1997-08-11|1997-09-09|DELIVER IN PERSON|SHIP|ual packages|860|0|0|860|860|9|
3271|57|9|1|30.00|2871.15|0.01|0.04|A|F|1992-01-16|1992-03-20|1992-01-17|DELIVER IN PERSON|AIR|r the unusual Tiresia|0|0|0|2842|2842|30|
3271|54|5|2|18.00|1717.29|0.09|0.06|R|F|1992-05-01|1992-03-28|1992-05-29|DELIVER IN PERSON|FOB| packages eat around the furiously regul|0|1563|0|1563|1563|18|
3271|95|6|3|14.00|1393.13|0.05|0.01|A|F|1992-02-24|1992-02-14|1992-03-23|NONE|AIR|ending, even packa|0|0|0|1323|1323|14|
3271|64|1|4|29.00|2795.77|0.07|0.04|A|F|1992-03-10|1992-02-05|1992-03-14|COLLECT COD|MAIL|lar instructions. carefully regular|0|0|0|2600|2600|29|
3296|84|5|1|12.00|1180.90|0.06|0.07|R|F|1994-12-08|1994-12-14|1994-12-24|COLLECT COD|AIR|y about the slyly bold pinto bea|0|1110|0|1110|1110|12|
3296|149|8|2|31.00|3252.33|0.08|0.00|R|F|1995-01-26|1994-12-25|1995-02-16|NONE|REG AIR|ainst the furi|0|2992|0|2992|2992|31|
3296|185|6|3|29.00|3147.02|0.02|0.04|A|F|1995-01-12|1994-11-26|1995-02-06|DELIVER IN PERSON|SHIP|ss ideas are reg|0|0|0|3084|3084|29|
3296|140|1|4|47.00|4888.66|0.06|0.00|A|F|1994-11-08|1994-12-20|1994-11-30|NONE|FOB|egular deposits. quic|0|0|0|4595|4595|47|
3296|177|6|5|16.00|1723.47|0.06|0.02|R|F|1995-01-11|1994-12-27|1995-01-12|DELIVER IN PERSON|SHIP|kages cajole carefully |0|1620|0|1620|1620|16|
3296|197|1|6|40.00|4388.76|0.00|0.04|A|F|1994-12-28|1994-12-08|1995-01-13|COLLECT COD|REG AIR|ronic ideas across the|0|0|0|4389|4389|40|
3296|36|2|7|6.00|561.62|0.02|0.01|R|F|1995-01-03|1994-12-23|1995-01-27|TAKE BACK RETURN|AIR|carefully fur|0|550|0|550|550|6|
3297|134|10|1|10.00|1034.13|0.10|0.04|A|F|1992-12-14|1993-01-21|1992-12-26|NONE|SHIP|ironic idea|0|0|0|931|931|10|
3298|149|6|1|9.00|944.23|0.01|0.06|N|O|1996-08-15|1996-05-24|1996-09-12|COLLECT COD|REG AIR|ly final accou|935|0|0|935|935|9|
3298|186|7|2|27.00|2932.69|0.06|0.06|N|O|1996-07-10|1996-05-21|1996-07-15|DELIVER IN PERSON|FOB|lar packages. regular deposit|2757|0|0|2757|2757|27|
3298|29|2|3|25.00|2322.55|0.10|0.08|N|O|1996-06-30|1996-05-31|1996-07-23|COLLECT COD|SHIP|ly express f|2090|0|0|2090|2090|25|
3298|191|5|4|1.00|109.12|0.10|0.03|N|O|1996-07-31|1996-05-23|1996-08-24|TAKE BACK RETURN|FOB|refully regular requ|98|0|0|98|98|1|
3299|183|4|1|40.00|4332.72|0.03|0.02|A|F|1994-03-21|1994-03-23|1994-04-12|COLLECT COD|AIR|lyly even request|0|0|0|4203|4203|40|
3300|129|4|1|3.00|308.74|0.07|0.02|N|O|1995-11-01|1995-10-02|1995-11-20|NONE|REG AIR|g according to the dugouts. caref|287|0|0|287|287|3|
3300|149|10|2|23.00|2413.02|0.02|0.02|N|O|1995-08-17|1995-09-03|1995-09-04|COLLECT COD|TRUCK|he fluffily final a|2365|0|0|2365|2365|23|
3301|169|8|1|45.00|4811.22|0.04|0.05|A|F|1994-11-19|1994-10-27|1994-11-24|TAKE BACK RETURN|FOB|nusual, final excuses after the entici|0|0|0|4619|4619|45|
3302|36|2|1|45.00|4212.14|0.09|0.00|N|O|1996-01-24|1995-12-16|1996-02-13|COLLECT COD|FOB|counts use quickl|3833|0|0|3833|3833|45|
3303|184|5|1|25.00|2710.45|0.06|0.01|N|O|1998-03-25|1998-01-31|1998-04-12|NONE|SHIP|lly regular pi|2548|0|0|2548|2548|25|
3303|21|2|2|15.00|1381.53|0.04|0.06|N|O|1998-01-29|1998-01-22|1998-02-21|COLLECT COD|SHIP| detect sly|1326|0|0|1326|1326|15|
3303|99|10|3|37.00|3696.63|0.05|0.02|N|O|1998-02-16|1998-03-07|1998-02-18|TAKE BACK RETURN|TRUCK| carefully ironic asympt|3512|0|0|3512|3512|37|
3303|36|2|4|26.00|2433.68|0.09|0.00|N|O|1998-01-18|1998-03-11|1998-02-11|DELIVER IN PERSON|REG AIR|ickly permanent requests w|2215|0|0|2215|2215|26|
3328|113|7|1|6.00|607.87|0.03|0.08|A|F|1993-03-07|1993-01-25|1993-03-29|COLLECT COD|TRUCK|ffily even instructions detect b|0|0|0|590|590|6|
3328|5|2|2|23.00|2081.50|0.01|0.06|R|F|1993-01-12|1993-02-07|1993-01-30|TAKE BACK RETURN|MAIL|y. careful|0|2061|0|2061|2061|23|
3328|139|10|3|44.00|4572.17|0.05|0.00|R|F|1992-12-03|1992-12-19|1992-12-09|TAKE BACK RETURN|FOB|dly quickly final foxes? re|0|4344|0|4344|4344|44|
3328|95|9|4|42.00|4179.38|0.01|0.05|R|F|1992-11-24|1992-12-20|1992-12-06|DELIVER IN PERSON|AIR|ronic requests|0|4138|0|4138|4138|42|
3328|131|7|5|25.00|2577.83|0.05|0.00|R|F|1993-01-28|1993-01-04|1993-01-31|NONE|RAIL|e unusual, r|0|2449|0|2449|2449|25|
3329|138|4|1|36.00|3737.27|0.09|0.08|N|O|1995-08-06|1995-08-03|1995-08-14|DELIVER IN PERSON|TRUCK|ts at the re|3401|0|0|3401|3401|36|
3329|6|3|2|9.00|815.40|0.00|0.02|N|O|1995-07-24|1995-08-02|1995-08-01|COLLECT COD|MAIL|lly final depo|815|0|0|815|815|9|
3329|123|4|3|1.00|102.31|0.04|0.08|N|O|1995-08-22|1995-09-28|1995-09-09|COLLECT COD|REG AIR|regular packages are carefull|98|0|0|98|98|1|
3330|20|7|1|49.00|4508.10|0.05|0.01|R|F|1995-03-02|1995-03-03|1995-03-16|DELIVER IN PERSON|TRUCK|haggle carefully alongside of the bold r|0|4283|0|4283|4283|49|
3331|64|9|1|9.00|867.65|0.08|0.07|A|F|1993-07-18|1993-07-03|1993-08-16|TAKE BACK RETURN|AIR|odolites. bold accounts|0|0|0|798|798|9|
3331|21|2|2|38.00|3499.88|0.06|0.04|R|F|1993-07-24|1993-06-22|1993-08-23|NONE|AIR|ymptotes haggle across the ca|0|3290|0|3290|3290|38|
3331|3|10|3|26.00|2347.80|0.09|0.05|A|F|1993-08-05|1993-07-17|1993-08-29|DELIVER IN PERSON|MAIL|p asymptotes. carefully unusual in|0|0|0|2136|2136|26|
3332|84|5|1|28.00|2755.42|0.10|0.02|R|F|1994-12-30|1995-01-16|1995-01-16|COLLECT COD|FOB|s against the carefully special multipl|0|2480|0|2480|2480|28|
3332|136|2|2|21.00|2175.87|0.08|0.04|R|F|1995-02-04|1995-01-08|1995-02-06|COLLECT COD|MAIL| quick packages sle|0|2002|0|2002|2002|21|
3332|134|5|3|27.00|2792.15|0.03|0.02|A|F|1994-12-10|1995-01-14|1994-12-11|TAKE BACK RETURN|FOB|ording to the slyly regula|0|0|0|2708|2708|27|
3333|150|9|1|27.00|2835.41|0.06|0.08|A|F|1992-12-06|1992-10-26|1992-12-07|COLLECT COD|SHIP|s dazzle fluffil|0|0|0|2665|2665|27|
3333|199|3|2|36.00|3957.08|0.08|0.07|R|F|1992-11-20|1992-11-06|1992-12-16|TAKE BACK RETURN|FOB|foxes sleep neve|0|3641|0|3641|3641|36|
3333|108|1|3|38.00|3830.78|0.05|0.05|A|F|1992-10-30|1992-11-03|1992-11-04|NONE|MAIL|ccounts promise bl|0|0|0|3639|3639|38|
3333|113|4|4|49.00|4964.24|0.07|0.07|R|F|1992-10-02|1992-11-30|1992-10-12|DELIVER IN PERSON|MAIL|riously ironic r|0|4617|0|4617|4617|49|
3333|43|2|5|45.00|4243.68|0.07|0.08|A|F|1992-10-04|1992-11-08|1992-10-27|COLLECT COD|SHIP|dolites. quickly r|0|0|0|3947|3947|45|
3334|187|8|1|20.00|2174.36|0.04|0.03|N|O|1996-05-21|1996-04-08|1996-05-26|TAKE BACK RETURN|AIR|uses nag furiously. instructions are ca|2087|0|0|2087|2087|20|
3334|190|1|2|7.00|763.13|0.09|0.07|N|O|1996-04-28|1996-04-08|1996-05-25|NONE|SHIP|nts sublate slyly express pack|694|0|0|694|694|7|
3335|105|10|1|13.00|1306.63|0.06|0.07|N|O|1996-01-20|1995-12-20|1996-02-09|COLLECT COD|REG AIR|out the special asymptotes|1228|0|0|1228|1228|13|
3335|31|2|2|44.00|4096.53|0.07|0.02|N|O|1996-01-05|1995-12-25|1996-01-18|DELIVER IN PERSON|SHIP|r packages cajole ac|3810|0|0|3810|3810|44|
3335|140|6|3|16.00|1664.22|0.01|0.06|N|O|1995-10-18|1995-12-08|1995-11-03|DELIVER IN PERSON|SHIP|g packages. carefully regular reque|1648|0|0|1648|1648|16|
3335|90|1|4|47.00|4653.42|0.10|0.03|N|O|1995-12-02|1995-11-19|1995-12-27|NONE|MAIL| quickly special ideas.|4188|0|0|4188|4188|47|
3360|174|4|1|31.00|3329.93|0.08|0.04|N|O|1998-04-24|1998-04-12|1998-05-23|COLLECT COD|REG AIR|quests. carefully even deposits wake acros|3064|0|0|3064|3064|31|
3360|91|3|2|29.00|2874.16|0.00|0.06|N|O|1998-04-15|1998-02-25|1998-05-13|TAKE BACK RETURN|FOB|press asymptotes. furiously final |2874|0|0|2874|2874|29|
3360|82|3|3|39.00|3830.11|0.08|0.03|N|O|1998-04-09|1998-04-20|1998-05-05|DELIVER IN PERSON|REG AIR|s. blithely express pinto bean|3524|0|0|3524|3524|39|
3360|117|7|4|29.00|2949.62|0.10|0.01|N|O|1998-05-19|1998-03-03|1998-06-09|TAKE BACK RETURN|FOB|hely gifts. spe|2655|0|0|2655|2655|29|
3360|58|6|5|4.00|383.22|0.08|0.07|N|O|1998-02-27|1998-03-23|1998-03-28|COLLECT COD|SHIP|ly busy inst|353|0|0|353|353|4|
3360|71|1|6|42.00|4078.49|0.04|0.01|N|O|1998-05-07|1998-04-18|1998-06-04|DELIVER IN PERSON|FOB|ages cajole. pending, |3915|0|0|3915|3915|42|
3361|144|5|1|6.00|626.48|0.02|0.02|R|F|1992-10-02|1992-10-25|1992-10-05|DELIVER IN PERSON|FOB| packages sleep. furiously unus|0|614|0|614|614|6|
3361|171|10|2|33.00|3534.86|0.01|0.02|R|F|1992-11-09|1992-10-15|1992-11-11|TAKE BACK RETURN|MAIL|uriously ironic accounts. ironic, ir|0|3500|0|3500|3500|33|
3361|191|5|3|31.00|3382.69|0.06|0.04|R|F|1992-08-29|1992-10-13|1992-09-08|NONE|FOB|ts. pending, regular accounts sleep fur|0|3180|0|3180|3180|31|
3362|22|5|1|14.00|1290.83|0.06|0.05|N|O|1995-08-01|1995-09-06|1995-08-22|NONE|FOB|even Tires|1213|0|0|1213|1213|14|
3362|195|6|2|41.00|4490.28|0.05|0.03|N|O|1995-10-31|1995-09-04|1995-11-17|COLLECT COD|REG AIR|ake alongside of the |4266|0|0|4266|4266|41|
3362|115|9|3|40.00|4060.44|0.05|0.06|N|O|1995-08-19|1995-10-17|1995-09-05|TAKE BACK RETURN|FOB|packages haggle furi|3857|0|0|3857|3857|40|
3362|2|7|4|3.00|270.60|0.03|0.01|N|O|1995-08-26|1995-09-02|1995-09-17|NONE|SHIP|its cajole blithely excuses. de|262|0|0|262|262|3|
3362|138|9|5|36.00|3737.27|0.06|0.00|N|O|1995-10-05|1995-08-28|1995-11-03|TAKE BACK RETURN|RAIL|es against the quickly permanent pint|3513|0|0|3513|3513|36|
3362|188|9|6|46.00|5005.63|0.09|0.05|N|O|1995-08-02|1995-10-12|1995-08-28|COLLECT COD|REG AIR|ly bold packages. regular deposits cajol|4555|0|0|4555|4555|46|
3363|10|3|1|42.00|3822.04|0.00|0.08|N|O|1995-11-09|1995-11-25|1995-11-15|TAKE BACK RETURN|RAIL| blithely final ideas nag after|3822|0|0|3822|3822|42|
3363|191|4|2|21.00|2291.50|0.08|0.08|N|O|1995-12-10|1995-10-28|1995-12-28|COLLECT COD|RAIL|he regular, brave deposits. f|2108|0|0|2108|2108|21|
3363|159|7|3|2.00|211.83|0.01|0.07|N|O|1996-01-22|1995-12-01|1996-02-18|TAKE BACK RETURN|SHIP|uickly bold ide|210|0|0|210|210|2|
3363|113|3|4|20.00|2026.22|0.07|0.06|N|O|1995-12-11|1995-11-15|1995-12-21|COLLECT COD|MAIL|carefully quiet excuses wake. sl|1884|0|0|1884|1884|20|
3363|200|4|5|4.00|440.08|0.00|0.08|N|O|1995-10-30|1995-11-17|1995-11-22|COLLECT COD|FOB| ironic dependencie|440|0|0|440|440|4|
3364|90|1|1|49.00|4851.44|0.03|0.05|N|O|1997-09-17|1997-08-23|1997-10-06|NONE|SHIP|d accounts? caref|4706|0|0|4706|4706|49|
3364|111|2|2|38.00|3842.22|0.02|0.02|N|O|1997-08-30|1997-09-12|1997-09-27|COLLECT COD|REG AIR| slyly express|3765|0|0|3765|3765|38|
3364|156|4|3|10.00|1056.15|0.00|0.01|N|O|1997-08-10|1997-08-24|1997-08-15|TAKE BACK RETURN|SHIP|g the accounts. final, busy accounts wi|1056|0|0|1056|1056|10|
3364|160|5|4|7.00|742.11|0.10|0.05|N|O|1997-07-09|1997-08-01|1997-07-16|NONE|TRUCK|furiously regular ideas haggle furiously b|668|0|0|668|668|7|
3364|81|2|5|3.00|294.32|0.01|0.00|N|O|1997-10-19|1997-08-15|1997-10-28|TAKE BACK RETURN|TRUCK|c theodolites. blithely ir|291|0|0|291|291|3|
3365|151|6|1|37.00|3889.26|0.02|0.08|R|F|1994-12-22|1995-02-07|1995-01-20|TAKE BACK RETURN|SHIP|requests. quickly pending instructions a|0|3811|0|3811|3811|37|
3365|167|2|2|37.00|3948.49|0.07|0.08|A|F|1994-11-24|1995-01-09|1994-11-27|NONE|REG AIR|oze blithely. furiously ironic theodolit|0|0|0|3672|3672|37|
3365|115|6|3|13.00|1319.64|0.09|0.02|R|F|1995-02-25|1995-01-31|1995-03-16|NONE|RAIL|pths wake r|0|1201|0|1201|1201|13|
3365|176|4|4|49.00|5273.23|0.02|0.07|R|F|1995-01-03|1995-01-01|1995-01-18|COLLECT COD|MAIL|lyly unusual asymptotes. final|0|5168|0|5168|5168|49|
3365|16|3|5|2.00|183.20|0.00|0.03|R|F|1995-02-04|1994-12-30|1995-03-06|TAKE BACK RETURN|FOB|es cajole fluffily pe|0|183|0|183|183|2|
3365|126|5|6|24.00|2462.69|0.01|0.00|R|F|1995-02-27|1995-01-09|1995-03-27|DELIVER IN PERSON|REG AIR|into beans? carefully regula|0|2438|0|2438|2438|24|
3366|40|1|1|4.00|376.02|0.07|0.01|N|O|1997-05-20|1997-06-25|1997-06-03|DELIVER IN PERSON|AIR| carefully about |350|0|0|350|350|4|
3366|136|2|2|9.00|932.52|0.00|0.08|N|O|1997-06-02|1997-07-05|1997-06-26|COLLECT COD|REG AIR|ackages sleep carefully across the bli|933|0|0|933|933|9|
3367|41|10|1|27.00|2540.81|0.01|0.03|A|F|1993-04-13|1993-03-16|1993-04-26|NONE|RAIL|kly even instructions caj|0|0|0|2515|2515|27|
3367|141|10|2|34.00|3539.88|0.04|0.08|A|F|1993-03-30|1993-02-23|1993-04-11|COLLECT COD|MAIL| accounts wake slyly |0|0|0|3398|3398|34|
3367|120|7|3|38.00|3876.46|0.03|0.03|R|F|1993-03-13|1993-02-12|1993-03-31|NONE|RAIL|even packages sleep blithely slyly expr|0|3760|0|3760|3760|38|
3392|171|10|1|40.00|4284.68|0.01|0.01|N|O|1996-02-18|1995-12-16|1996-02-26|COLLECT COD|MAIL|ress instructions affix carefully. fur|4242|0|0|4242|4242|40|
3392|123|2|2|13.00|1330.06|0.09|0.02|N|O|1995-11-26|1996-01-17|1995-12-01|NONE|MAIL|across the fluffily bold deposits.|1210|0|0|1210|1210|13|
3392|127|10|3|34.00|3492.21|0.10|0.08|N|O|1996-01-20|1996-01-21|1996-01-24|DELIVER IN PERSON|MAIL|e carefully even braids. |3143|0|0|3143|3143|34|
3392|124|3|4|7.00|716.88|0.08|0.05|N|O|1995-12-07|1996-01-09|1995-12-29|TAKE BACK RETURN|RAIL|as. express, final accounts dou|660|0|0|660|660|7|
3393|117|7|1|16.00|1627.38|0.01|0.00|N|O|1995-07-17|1995-08-19|1995-08-04|COLLECT COD|TRUCK|uses. instructions after the blithely |1611|0|0|1611|1611|16|
3393|125|4|2|44.00|4510.53|0.08|0.04|N|O|1995-10-16|1995-08-05|1995-11-01|NONE|AIR|ld requests hag|4150|0|0|4150|4150|44|
3393|97|1|3|25.00|2492.73|0.07|0.02|N|O|1995-10-17|1995-08-12|1995-11-11|DELIVER IN PERSON|MAIL|ng excuses|2318|0|0|2318|2318|25|
3393|72|2|4|48.00|4665.94|0.06|0.06|N|O|1995-07-12|1995-09-15|1995-08-02|NONE|FOB| blithely final reques|4386|0|0|4386|4386|48|
3393|178|7|5|37.00|3989.23|0.07|0.02|N|O|1995-10-16|1995-08-19|1995-10-19|COLLECT COD|AIR|ss the slyly ironic pinto beans. ironic,|3710|0|0|3710|3710|37|
3393|62|7|6|17.00|1635.50|0.04|0.01|N|O|1995-08-15|1995-09-07|1995-09-10|COLLECT COD|MAIL|kly ironic deposits could|1570|0|0|1570|1570|17|
3394|155|6|1|33.00|3482.00|0.07|0.08|N|O|1996-08-07|1996-07-17|1996-09-02|TAKE BACK RETURN|SHIP|ideas alongside of th|3238|0|0|3238|3238|33|
3394|146|3|2|43.00|4498.40|0.08|0.03|N|O|1996-08-23|1996-07-20|1996-08-25|COLLECT COD|RAIL|hockey players. slyly regular requests afte|4139|0|0|4139|4139|43|
3394|88|9|3|26.00|2569.01|0.01|0.00|N|O|1996-08-08|1996-06-12|1996-09-05|TAKE BACK RETURN|RAIL|its use furiously. even, even account|2543|0|0|2543|2543|26|
3394|81|2|4|14.00|1373.51|0.08|0.00|N|O|1996-06-02|1996-07-02|1996-06-19|COLLECT COD|MAIL|e furiously final theodolites. furio|1264|0|0|1264|1264|14|
3394|127|8|5|30.00|3081.36|0.04|0.06|N|O|1996-05-12|1996-07-24|1996-05-19|COLLECT COD|REG AIR|t ideas according to the fluffily iro|2958|0|0|2958|2958|30|
3394|184|5|6|14.00|1517.85|0.05|0.05|N|O|1996-06-18|1996-06-24|1996-07-17|NONE|REG AIR|arefully regular do|1442|0|0|1442|1442|14|
3395|142|3|1|21.00|2188.49|0.03|0.06|R|F|1994-12-19|1995-01-13|1994-12-25|TAKE BACK RETURN|SHIP| careful dep|0|2123|0|2123|2123|21|
3395|36|2|2|38.00|3556.91|0.01|0.07|R|F|1995-01-13|1995-01-13|1995-01-25|COLLECT COD|SHIP| silent accounts are blithely|0|3521|0|3521|3521|38|
3395|43|4|3|43.00|4055.07|0.06|0.07|A|F|1994-12-13|1995-01-07|1994-12-14|COLLECT COD|AIR|ckages above the furiously regu|0|0|0|3812|3812|43|
3395|122|1|4|39.00|3986.27|0.05|0.07|R|F|1994-12-03|1995-01-17|1994-12-10|NONE|AIR|riously unusual theodolites. fur|0|3787|0|3787|3787|39|
3396|128|7|1|34.00|3495.61|0.00|0.06|A|F|1994-05-30|1994-08-16|1994-06-11|NONE|AIR|. slyly unusual packages wak|0|0|0|3496|3496|34|
3396|49|6|2|43.00|4080.87|0.03|0.08|A|F|1994-07-03|1994-08-09|1994-07-14|TAKE BACK RETURN|MAIL|cial packages cajole blithely around the |0|0|0|3958|3958|43|
3396|138|4|3|9.00|934.32|0.01|0.06|R|F|1994-07-01|1994-08-18|1994-07-21|DELIVER IN PERSON|AIR|usly special foxes. accounts wake careful|0|925|0|925|925|9|
3396|75|3|4|32.00|3120.22|0.06|0.02|R|F|1994-08-07|1994-08-10|1994-09-05|COLLECT COD|TRUCK|osits are slyly. final, bold foxes s|0|2933|0|2933|2933|32|
3396|126|5|5|27.00|2770.52|0.02|0.01|A|F|1994-09-14|1994-07-26|1994-09-28|DELIVER IN PERSON|FOB| theodolites |0|0|0|2715|2715|27|
